specimen_id,source_crs,longitude,latitude,mada_geom_point,sampled_layers,nodata_layers,is_categorical_encoded,specimen_name,env_71_alt_Altitude (meters),env_72_slo_Slope (degrees),env_73_asp_Aspect; clockwise from North (degrees),"env_74_solrad_Solar radiation; computed from altitude, slope and aspect (Wh.m-2.day-1)","env_75_geo_Rock types (categ_vals: 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13)","env_76_soi_Soil types (categ_vals: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23)","env_77_veg_Vegetation types (categ_vals: 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 22, 23, 25)","env_78_wat_Watersheds (categ_vals: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25)",env_79_forcov_Percentage of forest cover in 1 km by 1 km grid cells (%)
tetragona_3612,4326,44.507222,-18.047778,POINT (447846.77314645547 8004458.9888110105),9,0,False,Coffea_tetragona,259.0,8.0,208.0,7361.0,7.0,16.0,6.0,8.0,62.0
tetragona_3613,4326,44.516667,-18.061111,POINT (448850.262265863 8002986.464598102),9,0,False,Coffea_tetragona,243.0,4.0,231.0,7572.0,7.0,16.0,5.0,8.0,42.0
tetragona_3614,4326,47.78667,-15.03306,POINT (799644.7017545627 8336126.299508565),9,0,False,Coffea_tetragona,201.0,5.0,98.0,7806.0,6.0,16.0,5.0,9.0,33.0
tetragona_3615,4326,47.866667,-21.033333,POINT (797956.022682552 7671486.503199329),9,0,False,Coffea_tetragona,336.0,7.0,211.0,7237.0,10.0,10.0,16.0,3.0,9.0
tetragona_3616,4326,47.8675,-21.374722,POINT (797357.5000579713 7633666.384065246),9,0,False,Coffea_tetragona,92.0,13.0,173.0,6717.0,10.0,11.0,16.0,3.0,16.0
tetragona_3617,4326,47.99,-13.77,POINT (823342.0013366424 8475700.793631122),9,0,False,Coffea_tetragona,122.0,7.0,58.0,7938.0,6.0,18.0,7.0,10.0,72.0
tetragona_3618,4326,47.99889,-13.77222,POINT (824301.0935500936 8475442.996531986),9,0,False,Coffea_tetragona,267.0,13.0,176.0,7291.0,6.0,18.0,14.0,10.0,96.0
tetragona_3619,4326,48.5,-13.78333,POINT (878529.3005786965 8473479.052998535),9,0,False,Coffea_tetragona,55.0,4.0,111.0,7729.0,6.0,18.0,5.0,22.0,29.0
tetragona_3620,4326,48.80222,-13.79638,POINT (911233.0194181908 8471535.419926984),9,0,False,Coffea_tetragona,1128.0,34.0,267.0,7295.0,10.0,9.0,14.0,22.0,96.0
tsirananae_3690,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,Coffea_tsirananae,201.0,15.0,48.0,7777.0,10.0,11.0,16.0,3.0,0.0
tsirananae_3691,4326,49.086389,-12.923056,POINT (943610.5519767608 8567830.90029506),9,0,False,Coffea_tsirananae,134.0,9.0,233.0,7686.0,7.0,22.0,5.0,13.0,13.0
tsirananae_3692,4326,49.093889,-12.921389,POINT (944428.9510579077 8568002.632460257),9,0,False,Coffea_tsirananae,100.0,2.0,189.0,7877.0,7.0,22.0,2.0,13.0,26.0
tsirananae_3693,4326,49.116667,-12.916667,POINT (946913.9830070704 8568486.291150538),9,0,False,Coffea_tsirananae,145.0,5.0,60.0,7944.0,7.0,22.0,5.0,13.0,7.0
tsirananae_3694,4326,49.133333,-12.9,POINT (948755.9469311959 8570304.558604289),9,0,False,Coffea_tsirananae,181.0,5.0,4.0,8033.0,7.0,22.0,2.0,12.0,0.0
tsirananae_3695,4326,49.15,-12.233333,POINT (951735.0036611798 8644173.615044871),9,7,False,Coffea_tsirananae,,,,,,23.0,25.0,,
tsirananae_3696,4326,49.166667,-12.233333,POINT (953552.1656945965 8644145.619727332),9,0,False,Coffea_tsirananae,15.0,3.0,190.0,7822.0,7.0,23.0,6.0,12.0,0.0
tsirananae_3697,4326,49.201725,-12.347115,POINT (957177.3163527008 8631473.27732848),9,0,False,Coffea_tsirananae,51.0,8.0,26.0,8001.0,7.0,23.0,7.0,12.0,0.0
tsirananae_3698,4326,49.21111,-12.17833,POINT (958492.770916003 8650167.71906347),9,0,False,Coffea_tsirananae,82.0,13.0,272.0,7765.0,6.0,23.0,5.0,12.0,17.0
tsirananae_3699,4326,49.218611,-12.165556,POINT (959332.8350570735 8651571.060893547),9,0,False,Coffea_tsirananae,91.0,4.0,239.0,7837.0,6.0,23.0,6.0,12.0,4.0
tsirananae_3700,4326,49.219958,-12.50737,POINT (958882.377205497 8613676.766727574),9,0,False,Coffea_tsirananae,731.0,6.0,189.0,8019.0,9.0,8.0,7.0,1.0,47.0
tsirananae_3701,4326,49.220055,-12.254734,POINT (959336.040209731 8641682.768303737),9,7,False,Coffea_tsirananae,,,,,,23.0,25.0,,
tsirananae_3702,4326,49.25,-12.25,POINT (962609.1747068497 8642156.25813164),9,0,False,Coffea_tsirananae,52.0,1.0,41.0,7932.0,9.0,17.0,6.0,12.0,0.0
tsirananae_3703,4326,49.25,-12.266667,POINT (962580.020670874 8640308.56629311),9,0,False,Coffea_tsirananae,67.0,1.0,10.0,7936.0,7.0,17.0,6.0,12.0,0.0
tsirananae_3704,4326,49.251149,-12.267834,POINT (962703.2476591539 8640177.215098938),9,0,False,Coffea_tsirananae,67.0,1.0,10.0,7936.0,7.0,17.0,6.0,12.0,0.0
tsirananae_3705,4326,49.251716,-12.382886,POINT (962562.6489019138 8627421.601399792),9,0,False,Coffea_tsirananae,83.0,4.0,290.0,7884.0,9.0,8.0,7.0,1.0,9.0
tsirananae_3706,4326,49.266346,-12.314212,POINT (964278.4639289188 8635009.46026732),9,0,False,Coffea_tsirananae,51.0,1.0,132.0,7898.0,1.0,4.0,6.0,1.0,0.0
tsirananae_3707,4326,49.281018,-12.403209,POINT (965719.7549195476 8625117.42829332),9,0,False,Coffea_tsirananae,184.0,3.0,313.0,7969.0,9.0,8.0,7.0,1.0,3.0
tsirananae_3708,4326,49.286155,-12.355806,POINT (966363.9915189231 8630363.731884366),9,0,False,Coffea_tsirananae,113.0,3.0,40.0,7977.0,9.0,23.0,6.0,1.0,0.0
tsirananae_3709,4326,49.297935,-12.30587,POINT (967736.7949204224 8635879.310895983),9,0,False,Coffea_tsirananae,66.0,1.0,290.0,7918.0,9.0,4.0,13.0,1.0,0.0
tsirananae_3710,4326,49.299349,-12.17709,POINT (968118.5360298271 8650154.135006022),9,6,False,Coffea_tsirananae,,,,,,4.0,25.0,12.0,
tsirananae_3711,4326,49.322106,-12.239535,POINT (970490.0001921058 8643191.472560259),9,8,False,Coffea_tsirananae,,,,,,,25.0,,
tsirananae_3712,4326,49.322727,-12.338667,POINT (970380.8853054564 8632199.716197923),9,0,False,Coffea_tsirananae,40.0,5.0,295.0,7956.0,7.0,23.0,6.0,1.0,0.0
tsirananae_3713,4326,49.322867,-12.37262,POINT (970335.2553443364 8628435.124171881),9,0,False,Coffea_tsirananae,281.0,11.0,62.0,7842.0,6.0,20.0,6.0,1.0,1.0
tsirananae_3714,4326,49.333392,-12.276174,POINT (971655.3476471183 8639109.547239406),9,8,False,Coffea_tsirananae,,,,,,,25.0,,
tsirananae_3715,4326,49.336944,-12.3225,POINT (971959.6525379058 8633967.094771545),9,0,False,Coffea_tsirananae,155.0,15.0,249.0,7621.0,6.0,23.0,7.0,1.0,34.0
tsirananae_3716,4326,49.3375,-12.323889,POINT (972017.7710497924 8633812.113639003),9,0,False,Coffea_tsirananae,299.0,18.0,123.0,7208.0,5.0,23.0,5.0,1.0,40.0
tsirananae_3717,4326,49.340235,-12.302029,POINT (972355.1505723498 8636230.935855007),9,6,False,Coffea_tsirananae,,,,,7.0,4.0,25.0,,
tsirananae_3718,4326,49.352042,-12.383784,POINT (973494.9223408515 8627145.654388934),9,0,False,Coffea_tsirananae,255.0,11.0,36.0,8066.0,6.0,20.0,7.0,1.0,2.0
tsirananae_3719,4326,49.35305,-12.37361,POINT (973623.1924143073 8628271.887355782),9,0,False,Coffea_tsirananae,250.0,14.0,331.0,8092.0,6.0,20.0,5.0,1.0,47.0
tsirananae_3720,4326,49.353056,-12.373611,POINT (973623.8445715362 8628271.765814653),9,0,False,Coffea_tsirananae,250.0,14.0,331.0,8092.0,6.0,20.0,5.0,1.0,47.0
tsirananae_3721,4326,49.355849,-12.251702,POINT (974147.8238659615 8641783.286370104),9,0,False,Coffea_tsirananae,79.0,2.0,108.0,7900.0,7.0,16.0,6.0,1.0,0.0
tsirananae_3722,4326,49.35805,-12.35083,POINT (974209.3759546173 8630788.703325663),9,0,False,Coffea_tsirananae,160.0,11.0,284.0,7929.0,6.0,20.0,5.0,1.0,55.0
tsirananae_3723,4326,49.358333,-12.366667,POINT (974211.5802193963 8629032.287675096),9,0,False,Coffea_tsirananae,178.0,22.0,257.0,7175.0,6.0,20.0,5.0,1.0,46.0
tsirananae_3724,4326,49.366667,-12.366667,POINT (975119.9734525975 8629017.445573822),9,0,False,Coffea_tsirananae,225.0,15.0,134.0,7613.0,5.0,23.0,5.0,1.0,65.0
tsirananae_3725,4326,49.370555,-12.051886,POINT (976107.9081917845 8663911.926439818),9,8,False,Coffea_tsirananae,,,,,,,25.0,,
tsirananae_3726,4326,49.371244,-12.226533,POINT (975871.8191408159 8644546.725111166),9,6,False,Coffea_tsirananae,,,,,2.0,,25.0,1.0,
tsirananae_3727,4326,49.389809,-12.366895,POINT (977642.0487593433 8628950.801429057),9,0,False,Coffea_tsirananae,263.0,12.0,291.0,7963.0,5.0,23.0,5.0,1.0,55.0
tsirananae_3728,4326,49.397008,-12.255726,POINT (978628.8604573454 8641264.21378152),9,8,False,Coffea_tsirananae,,,,,,,25.0,,
vatovavyensis_3729,4326,47.866667,-21.383333,POINT (797253.6520891015 7632714.03380194),9,0,False,Coffea_vatovavyensis,78.0,6.0,11.0,7706.0,10.0,11.0,16.0,3.0,0.0
vatovavyensis_3730,4326,47.933333,-21.4,POINT (804136.3625319668 7630739.814647073),9,0,False,Coffea_vatovavyensis,211.0,18.0,347.0,8061.0,10.0,11.0,16.0,3.0,18.0
vianneyi_3732,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,Coffea_vianneyi,201.0,15.0,48.0,7777.0,10.0,11.0,16.0,3.0,0.0
vianneyi_3733,4326,47.866667,-21.383333,POINT (797253.6520891015 7632714.03380194),9,0,False,Coffea_vianneyi,78.0,6.0,11.0,7706.0,10.0,11.0,16.0,3.0,0.0
vianneyi_3734,4326,47.867861,-21.377889,POINT (797388.5523752098 7633314.85921484),9,0,False,Coffea_vianneyi,92.0,13.0,173.0,6717.0,10.0,11.0,16.0,3.0,16.0
